brandnm,goodsnm,USER,reg_date,order_date,p_type,sub_type,app_yn
Lucky Chouette,button check pattern blouse orange,a167370,12/20/19,3/26/21,4days,T,Y
It michaa,button check pattern H-Line dress brown,a1150800,3/25/21,3/26/21,4days,D,Y
Lookast,button tweed pattern H-Line dress pink,a1150623,3/24/21,3/26/21,7days,D,Y
Polo Ralph Lauren,basic pattern sweater ivory,a1150497,3/23/21,3/26/21,4days,T,Y
Celine,trio bag black,a1150762,3/25/21,3/26/21,7days,BA,Y
Allsaints,button stripe pattern shirts white,a114984,1/26/19,3/26/21,7days,T,Y
Saint Laurent,monogram mini universal bag black,a1150675,3/24/21,3/26/21,7days,BA,Y
Fayewoo,cut out detail button pointed top & stripe pattern flared long skirt,a1150675,3/24/21,3/26/21,7days,TP,Y
Alexander Wang,pocket lettering pattern hoodie black,a1150675,3/24/21,3/26/21,7days,T,Y
Gucci,flap cross bag black,a1150885,3/26/21,3/26/21,7days,BA,Y
Gucci,flower dionysus shoulder bag beige,a156236,11/15/19,3/26/21,4days,BA,Y
Saint Laurent,monogram cross body bag black,a1150884,3/26/21,3/26/21,7days,BA,Y
Hackesch,one button short wool coat,a1150443,3/23/21,3/26/21,7days,O,Y
Nain,pleats ribbon dress pink,a1148251,3/4/21,3/26/21,4days,D,Y
Gucci,unique vintage web mini cross bag,a1150597,3/24/21,3/25/21,7days,BA,Y
Yves Saint Laurent,belle de jour clutch red,a1143869,1/20/21,3/25/21,4days,BA,Y
Jucy Judy,check pattern point trench coat,a1150808,3/25/21,3/25/21,7days,O,Y
And You,button basic pattern A-Line shirt-dress deeppink,a16232,8/5/18,3/25/21,4days,D,Y
It michaa,button stripe pattern wool jacket black & pocket stripe pattern wool slacks black,a1124921,10/17/20,3/25/21,4days,TP,Y
Gucci,dionysos velvet chain shoulder bag navy,a1150835,3/25/21,3/25/21,7days,BA,Y
Thom Browne,button stripe pattern wool cardigan black,a1148402,3/6/21,3/25/21,4days,O,Y
Celine,luggage nano bag deep dark brown,a1150825,3/25/21,3/25/21,4days,BA,
Gucci,monogram strap cross bag brown,a1150376,3/22/21,3/25/21,7days,BA,Y
Louis Vuitton,epi tote bag black,a1150823,3/25/21,3/25/21,7days,BA,
Gucci,logo pointed cross bag,a1150816,3/25/21,3/25/21,4days,BA,Y
Sandro,pleats basic pattern A-Line dress beige,a158089,11/24/19,3/25/21,4days,D,Y
Valentino,printing lettering pattern t-shirts black,a134193,7/21/19,3/25/21,4days,T,Y
It michaa,button tweed pattern A-Line dress navy,a1150465,3/23/21,3/25/21,4days,D,Y
Fendi,ff logo point tote bag,a194306,4/6/20,3/25/21,4days,BA,Y
Prada,medium Nylon Backpack red,a1150796,3/25/21,3/25/21,7days,BA,Y
Delvaux,brillant GM satchel bag,a1150699,3/24/21,3/25/21,7days,BA,Y
Sorry Too Much Love,ruffle basic pattern blouse black,a1109404,7/27/20,3/25/21,4days,T,Y
Louis Vuitton,monogram clutch brown,a1150091,3/20/21,3/25/21,4days,BA,Y
Saint Laurent,cassandre monogram clutch black,a1150780,3/25/21,3/25/21,4days,BA,
Christian Dior,bobby bag black,a195023,4/9/20,3/25/21,7days,BA,Y
Dint,side pocket wedding dress ivory,a14279,4/17/18,3/25/21,4days,D,Y
Bottega Veneta,intrecciato clutch bag black,a1150769,3/25/21,3/25/21,7days,BA,
Burberry,hook detail trench coat beige,a1149812,3/17/21,3/25/21,4days,O,Y
Chanel,classic clutch black,a1146521,2/15/21,3/25/21,7days,BA,
Louis Vuitton,vanity bag brown,a1112556,8/16/20,3/25/21,7days,BA,Y
Chanel,matelasse mademoiselle clutch bag black,a1150734,3/24/21,3/25/21,7days,BA,Y
Saint Laurent,quilted shoulder bag black,a1150730,3/24/21,3/24/21,7days,BA,Y
Rebecca Minkoff,quilted studs crossbody bag,a1150279,3/21/21,3/24/21,7days,BA,Y
Chanel,classic clutch black,a1105909,6/24/20,3/24/21,4days,BA,Y
Louis Vuitton,monogram shoulder bag black,a1150668,3/24/21,3/24/21,7days,BA,Y
Dolce & Gabbana,lace detail tweed jacket ivory,a1144825,1/28/21,3/24/21,4days,O,Y
Louis Vuitton,monogram clutch brown,a1150711,3/24/21,3/24/21,7days,BA,Y
Saint Laurent,sac de jour tote pink,a1149893,3/18/21,3/24/21,4days,BA,Y
ACNE STUDIOS,stripe pattern coat white,a1132521,11/23/20,3/24/21,4days,O,Y
Dior,pocket basic pattern tank top tank-top navy,a1132521,11/23/20,3/24/21,4days,T,Y
Balenciaga,pocket stripe pattern slacks black,a1132521,11/23/20,3/24/21,4days,B,Y
Gucci,flap cross bag black,a1150521,3/23/21,3/24/21,4days,BA,Y
Chanel,patent small beige,a1102611,5/31/20,3/24/21,4days,BA,Y
Saint Laurent,chevron quilted cross bag black,a193947,4/5/20,3/24/21,4days,BA,Y
,embossing detail crop jacket & pleats detail patterned skirt,a174425,1/16/20,3/24/21,4days,TP,Y
Diane von Furstenberg,ribbon flower pattern H-Line gown-dress nude,a1150558,3/23/21,3/24/21,4days,D,Y
Chanel,classic clutch green,a1150683,3/24/21,3/24/21,7days,BA,Y
Burberry,printing lettering pattern singlebreasted-coat beige,a1150684,3/24/21,3/24/21,7days,O,Y
Louis Vuitton,monogram tote bag brown,a1150588,3/23/21,3/24/21,7days,BA,
Louis Vuitton,chain pattern twist cross bag,a1150183,3/21/21,3/24/21,7days,BA,Y
Max Mara,belt basic pattern wool coat brown,a1112097,8/15/20,3/24/21,4days,O,Y
Bar Bour,geometric pattern sweater beige,a189404,3/20/20,3/24/21,4days,T,Y
Andersson Bell,slit basic pattern sweater beige,a189404,3/20/20,3/24/21,4days,T,Y
Paul Smith,button check pattern wool slacks brown,a189404,3/20/20,3/24/21,4days,B,Y
Cos,basic pattern dress black,a189404,3/20/20,3/24/21,4days,D,Y
Moia,pocket basic pattern wool slacks cream,a189404,3/20/20,3/24/21,4days,B,Y
Nain,button basic pattern blouse green,a189404,3/20/20,3/24/21,4days,T,Y
Hacie,pocket basic pattern chino-pants beige,a189404,3/20/20,3/24/21,4days,B,Y
Your Name Here,check pattern mermaid trumpet-skirt grey,a1150273,3/21/21,3/24/21,4days,B,Y
Yves Saint Laurent,chevron pattern chain bag beige,a1150662,3/24/21,3/24/21,4days,BA,Y
Gucci,ophidia GG mini bag,a1149969,3/19/21,3/24/21,4days,BA,Y
Balenciaga,motor city giant yellow,a1150599,3/24/21,3/24/21,4days,BA,Y
Gucci,color block pattern wool sweater pink,a1150343,3/22/21,3/24/21,4days,T,Y
Gucci,padlock GG canvas chain bag 2,a122247,5/8/19,3/24/21,4days,BA,Y
Ruhm,button check pattern H-Line jumper-dress grey,a1149051,3/12/21,3/24/21,4days,D,Y
Gucci,microssima emily shoulder bag black,a1150589,3/23/21,3/24/21,4days,BA,Y
Michael Michael Kors,strap basic pattern trench-coat black,a1150539,3/23/21,3/24/21,4days,O,Y
El estilo de Claire,gather basic pattern top black,a1150539,3/23/21,3/24/21,4days,T,Y
Alexander Mcqueen,basic pattern wool skirt black,a1150539,3/23/21,3/24/21,4days,B,Y
Sandro,buckle basic pattern slacks black,a1150300,3/22/21,3/24/21,4days,B,Y
Nohant,color block pattern turtle neck turtleneck grey,a1150300,3/22/21,3/24/21,4days,T,Y
Saint Laurent,monogram cross body bag black,a1150300,3/22/21,3/24/21,4days,BA,Y
Prada,new vit daino shopper bag black,a1145089,2/1/21,3/24/21,7days,BA,Y
Burberry,belt basic pattern coat pink,a1150608,3/24/21,3/24/21,7days,O,Y
It michaa,belted punching dress salmon,a1150405,3/22/21,3/24/21,4days,D,Y
Gucci,monogram mammont chain bag black,a189801,3/23/20,3/24/21,4days,BA,Y
Lenic & Mccoy,belt check pattern jacket black,a189801,3/23/20,3/24/21,4days,O,Y
Sandro,punching lace dress white,a195018,4/9/20,3/24/21,4days,D,Y
Louis Vuitton,neonoe escale rainbow,a1150595,3/23/21,3/23/21,4days,BA,Y
Max Mara,simple design trench coat,a1150178,3/21/21,3/23/21,7days,O,Y
& Other Stories,button basic pattern coat grey,a142142,9/24/19,3/23/21,4days,O,Y
Fendi,two tone detail sleeveless dress,a1149004,3/11/21,3/23/21,4days,D,
Louis Vuitton,verni mini clutch chain bag brown,a1150577,3/23/21,3/23/21,7days,BA,Y
Fayewoo,lace texture long dress brown 1,a115296,2/2/19,3/23/21,4days,D,Y
Gucci,GG marmont belt bag bluegreen,a1150246,3/21/21,3/23/21,7days,BA,Y
Celine,medium c quilted bag,a1150553,3/23/21,3/23/21,7days,BA,Y
Gucci,marmont gg logo quilted bag Black,a1150157,3/20/21,3/23/21,7days,BA,Y
Hermes,fabric fourre tout MM tote bag brown,a1150264,3/21/21,3/23/21,7days,BA,
More Or Less,basic pattern skirt ivory,a1150510,3/23/21,3/23/21,4days,B,Y
Marco De Vincenzo,lace flower pattern pleats-skirt pink,a1150510,3/23/21,3/23/21,4days,B,Y
Comme des Garcons,dot pattern heart logo t-shirts,a1150528,3/23/21,3/23/21,7days,T,Y
Givenchy,gather basic pattern unbalance wrap-skirt black,a1149714,3/17/21,3/23/21,7days,B,Y
Thom Browne,button stripe pattern cashmere sweater grey,a1150310,3/22/21,3/23/21,7days,T,Y
Galon de Blanc,ruffle animal print pattern mermaid trumpet-skirt ivory,a189120,3/19/20,3/23/21,7days,B,Y
Vivienne Westwood,button basic pattern boat neck blouse black,a189120,3/19/20,3/23/21,7days,T,Y
Celine,classic box black,a1150377,3/22/21,3/23/21,4days,BA,Y
Gucci,GG marmont cross bag bluegreen,a1149664,3/16/21,3/23/21,7days,BA,Y
Daze Dayz,ribbon flower pattern A-Line wrap-dress ivory,a142053,9/23/19,3/23/21,4days,D,Y
Thom Browne,button stripe pattern singlebreasted-jacket navy,a1131751,11/19/20,3/23/21,7days,O,Y
Anne Klein,button basic pattern jacket white,a1150060,3/20/21,3/23/21,4days,O,Y
Yves Saint Laurent,Y clutch black,a1150483,3/23/21,3/23/21,4days,BA,
Saint Laurent,chevron quilted cross bag black,a1150470,3/23/21,3/23/21,7days,BA,Y
Lanvin Collection,gather basic pattern H-Line dress charcoal,a1109902,7/30/20,3/23/21,4days,D,Y
Jigott,button basic pattern A-Line shirt-dress black,a1150089,3/20/21,3/23/21,4days,D,Y
Miu Miu,matelasse chain mini bag pink,a1150433,3/23/21,3/23/21,4days,BA,Y
Sandro,center frill dress navy,a1150433,3/23/21,3/23/21,4days,D,Y
Tory Burch,leather flaming convertible mini gold chain tassle crossback black,a189377,3/20/20,3/23/21,7days,BA,Y
Sacai,stripe pattern sweat-shirts navy,a1150434,3/23/21,3/23/21,4days,T,Y
Celine,leather chain bag brown,a1148022,3/2/21,3/23/21,4days,BA,Y
Louis Vuitton,epi tote bag black,a1149182,3/13/21,3/23/21,7days,BA,Y
Chanel,2.55 classic patent bag black,a1150446,3/23/21,3/23/21,7days,BA,Y
Gucci,jackie 1961 hobo bag ivory,a1150439,3/23/21,3/23/21,7days,BA,Y
Gucci,vintage web bucket bag brown,a1150428,3/22/21,3/23/21,4days,BA,
Duvetica,lettering pattern top mint & pocket basic pattern sweat-pants mint,a1150312,3/22/21,3/22/21,4days,TP,Y
Debb,ruffle square bow dress black&beige 1,a1147161,2/22/21,3/22/21,4days,D,Y
Sandro,stripe pattern A-Line knit-dress pink,a138296,9/5/19,3/22/21,4days,D,
Saint Laurent,chevron quilted cross bag black,a1150365,3/22/21,3/22/21,4days,BA,Y
Gucci,mamont chain cross body bag black,a1147249,2/23/21,3/22/21,7days,BA,Y
Louis Vuitton,Mogram neonoe bucket brown bag,a1119556,9/14/20,3/22/21,4days,BA,Y
Studio Tomboy,pocket basic pattern singlebreasted-jacket beige,a1150349,3/22/21,3/22/21,4days,O,Y
Gucci,GG marmont belt bag black,a1150346,3/22/21,3/22/21,4days,BA,Y
Johnny Hates Jazz,frill detail flower pattern long dress,a1150014,3/19/21,3/22/21,4days,D,Y
Time,unbalance ruffle detail knit dress,a1150333,3/22/21,3/22/21,4days,D,Y
Dior,croisiere patent lady bag pink,a1150326,3/22/21,3/22/21,7days,BA,Y
Jill Stuart,fur detail padding long jumper,a1147301,2/23/21,3/22/21,4days,O,Y
Maje,strap basic pattern trench-coat grey,a1150269,3/21/21,3/22/21,7days,O,Y
C.holyn,layered chiffon dress pink,a1150297,3/22/21,3/22/21,4days,D,
C.holyn,flower lace flare dress pink,a1150297,3/22/21,3/22/21,4days,D,
Gucci,wood handle dionysus bag,a1150283,3/21/21,3/22/21,7days,BA,Y
Burberry,basic pattern wool sweater black,a1150285,3/22/21,3/22/21,4days,T,Y
Fendi,2jours bag navy,a1149926,3/18/21,3/21/21,7days,BA,Y
Karl Lagerfeld,trimming detail pointed coat multi,a1149926,3/18/21,3/21/21,7days,O,Y
Alexander Wang,cutout basic pattern H-Line dress black,a1149243,3/13/21,3/21/21,4days,D,Y
Greedilous,rough texture pointed dress yellow,a1149900,3/18/21,3/21/21,7days,D,Y
Essentiel Antwerp,front slit patterned skirt,a1149972,3/19/21,3/21/21,7days,B,Y
Marni,logo point clutch bag black,a1149972,3/19/21,3/21/21,7days,BA,Y
Fendi,pattern hobo chain bag gray,a1149889,3/18/21,3/21/21,4days,BA,Y
Gucci,dionysus cross bag green,a1150214,3/21/21,3/21/21,4days,BA,
Louis Vuitton,monogram clutch brown,a1118030,9/5/20,3/20/21,4days,BA,Y
Fendi,logo point leather tote bag,a146384,10/10/19,3/20/21,4days,BA,Y
Salvatore Ferragamo,ginny cross bag black,a1148142,3/3/21,3/20/21,7days,BA,Y
Mojosphine,basic pattern H-Line dress beige,a1105980,6/25/20,3/20/21,7days,D,Y
Zadig & Voltaire,flower pattern A-Line dress pink,a1150110,3/20/21,3/20/21,4days,D,
Gucci,marmont GG velvet bag purple,a1150107,3/20/21,3/20/21,7days,BA,Y
Gucci,microssima emily mini bag cream,a1150099,3/20/21,3/20/21,7days,BA,Y
Gucci,basic pattern A-Line dress cream,a1148302,3/5/21,3/20/21,7days,D,Y
Saint Laurent,cabas monogramtote bag black,a1149739,3/17/21,3/20/21,7days,BA,Y
Debb,frill basic pattern A-Line dress skyblue,a1150070,3/20/21,3/20/21,4days,D,Y
Johnny Hates Jazz,ruffle flower pattern A-Line lavender,a1150070,3/20/21,3/20/21,4days,D,Y
Mojosphine,embroidery basic pattern slip-dress black,a1148581,3/7/21,3/20/21,7days,D,Y
The Clozet,cross halter neck design dress black,a137727,9/1/19,3/19/21,4days,D,Y
Gucci,dionysus bag,a1149629,3/16/21,3/19/21,7days,BA,Y
Gucci,dionysus shoulder bag beige,a1148379,3/6/21,3/19/21,4days,BA,Y
Theory,one button jacket gray,a1149583,3/16/21,3/19/21,4days,O,
Michaa,stitch detail midi skirt white,a1149583,3/16/21,3/19/21,4days,B,
Prada,daino shoulder bag skin,a1149583,3/16/21,3/19/21,4days,BA,
Ted Baker,pleats basic pattern blouse pink,a1149583,3/16/21,3/19/21,4days,T,
La maille sezane,frill dots pattern blouse nude,a1149583,3/16/21,3/19/21,4days,T,
Michaa,basic pattern A-Line knit-dress nude,a1149583,3/16/21,3/19/21,4days,D,
Jigott,button basic pattern blouse white,a1149583,3/16/21,3/19/21,4days,T,
It michaa,basic pattern H-Line dress white,a1149583,3/16/21,3/19/21,4days,D,
Mine,basic pattern skirt pink,a1149583,3/16/21,3/19/21,4days,B,
Mine,punching basic pattern skirt skyblue,a1149583,3/16/21,3/19/21,4days,B,
Gucci,Mamont top handle black bag,a1149573,3/16/21,3/19/21,7days,BA,
Pearly gates golf,button color block pattern wool cardigan multi,a1150008,3/19/21,3/19/21,7days,O,Y
Dior,croisiere patent lady bag navy,a1149637,3/16/21,3/19/21,7days,BA,Y
Louis Vuitton,verni mini clutch chain bag black,a1149970,3/19/21,3/19/21,4days,BA,Y
Chanel,Tote beige bag,a1149929,3/18/21,3/19/21,7days,BA,Y
Hackesch,white collar pointed ribbon dress multi,a1149968,3/19/21,3/19/21,4days,D,Y
Salvatore Ferragamo,ginny mini bag black,a1149922,3/18/21,3/19/21,4days,BA,Y
Low classic,slim line trench coat beige,a146978,10/13/19,3/19/21,4days,O,Y
Furla,metropolis cross bag cream,a146978,10/13/19,3/19/21,4days,BA,Y
Gucci,marmont GG logo quilted bag black,a142390,9/24/19,3/19/21,4days,BA,Y
Self-portrait,frill lace punching dress,a1114270,8/19/20,3/19/21,4days,D,Y
Hermes,fabric fourre tout MM tote bag,a197203,4/19/20,3/18/21,7days,BA,
Amsale,halterneck spangles dress black,a1149559,3/16/21,3/18/21,7days,D,Y
El estilo de Claire,sleeveless dress white,a1149559,3/16/21,3/18/21,7days,D,Y
Miu Miu,matelasse cross body bag black,a1149847,3/18/21,3/18/21,4days,BA,Y
Gucci,dionysus shoulder bag beige,a1149916,3/18/21,3/18/21,7days,BA,Y
Dolce & Gabbana,slit basic pattern H-Line dress olive,a1149633,3/16/21,3/18/21,4days,D,Y
Miu Miu,matelasse shoulder bag black,a1149914,3/18/21,3/18/21,4days,BA,Y
Kenzo,geometric painting dress blue,a119091,3/29/19,3/18/21,4days,D,Y
Louis Vuitton,studded shoulder bag black,a1123025,10/7/20,3/18/21,7days,BA,Y
It michaa,button check pattern H-Line dress black,a1149861,3/18/21,3/18/21,7days,D,Y
Prada,striped strap cross bag,a1149667,3/16/21,3/18/21,4days,BA,Y
Louis Vuitton,alma epi pm tote bag black,a1149760,3/17/21,3/18/21,7days,BA,Y
Burberry,belt basic pattern trench-coat red,a144536,10/1/19,3/18/21,7days,O,Y
Louis Vuitton,monogram milla pochette MM,a1149467,3/15/21,3/18/21,4days,BA,Y
Chanel,chevron quilted clutch bag black,a1149790,3/17/21,3/18/21,7days,BA,Y
Gucci,vintage web GG backpack,a1149774,3/17/21,3/18/21,4days,BA,Y
Burberry,belt basic pattern wool trench-coat khaki,a161168,12/6/19,3/18/21,4days,O,Y
Gucci,GG marmont leather belt bag 2,a1149833,3/18/21,3/18/21,7days,BA,Y
Thom Browne,button stripe pattern singlebreasted-jacket navy,a1111094,8/11/20,3/18/21,7days,O,Y
Burberry,pocket basic pattern trench-coat navy,a1111094,8/11/20,3/18/21,7days,O,Y
Miu Miu,lace flower pattern H-Line dress red,a1149653,3/16/21,3/18/21,4days,D,Y
Saint Laurent,leather tassel cross body bag gray,a1149829,3/18/21,3/18/21,4days,BA,Y
Balenciaga,motor city bag grey,a1149797,3/17/21,3/18/21,7days,BA,
Jill Stuart,trimming pointed tweed dress,a1149819,3/18/21,3/18/21,4days,D,
Gucci,small logo pointed cross bag black,a1149402,3/15/21,3/18/21,7days,BA,Y
Alice & Olivia,see-through lace detail blouse black,a1149461,3/15/21,3/17/21,4days,T,
Sandro,embroidery detail lace skirt multi,a1149461,3/15/21,3/17/21,4days,B,
Time,draping detail midi skirt gray,a1149461,3/15/21,3/17/21,4days,B,
El estilo de Claire,ruffle detail see-through sleeve blouse black,a1149461,3/15/21,3/17/21,4days,T,
It michaa,pocket basic pattern skirt green,a1149461,3/15/21,3/17/21,4days,B,
roajeu,ruffle basic pattern mermaid trumpet-skirt green,a1149461,3/15/21,3/17/21,4days,B,
Alexander Wang,basic pattern skirt grey,a1149461,3/15/21,3/17/21,4days,B,
Christian Dior,basic pattern sweater burgundy,a1149461,3/15/21,3/17/21,4days,T,
MSGM,basic pattern top black,a1149461,3/15/21,3/17/21,4days,T,
Fayewoo,ruffle lace pattern mermaid trumpet-skirt red,a1149461,3/15/21,3/17/21,4days,B,
Debb,ribbon basic pattern blouse brown,a1149461,3/15/21,3/17/21,4days,T,
Celine,luggage bag black,a1143474,1/17/21,3/17/21,4days,BA,Y
,button basic pattern cardigan pink & basic pattern skirt pink,a1147111,2/21/21,3/17/21,4days,TP,Y
Chanel,classic clutch black,a1149788,3/17/21,3/17/21,4days,BA,Y
Gucci,mamont bucket bag ivory,a1129571,11/9/20,3/17/21,4days,BA,Y
Frontrow,pocket basic pattern jump-suit beige,a136403,8/18/19,3/17/21,4days,D,Y
It michaa,button check pattern H-Line dress brown,a1149369,3/14/21,3/17/21,4days,D,Y
Markus Lupfer,embroidery flower pattern blouson pink,a1143685,1/18/21,3/17/21,4days,O,Y
Givenchy,pandora small black,a1149759,3/17/21,3/17/21,7days,BA,Y
Gucci,microssima emily mini bag black,a1133478,11/26/20,3/17/21,4days,BA,Y
Thom Browne,oxford basic tee gray,a1148188,3/4/21,3/17/21,4days,T,Y
Debb,ruffle detail silky sleeveless dress,a1149542,3/16/21,3/17/21,4days,D,Y
Elizabeth & James,unbalance hem line sleeveless dress blue,a1149542,3/16/21,3/17/21,4days,D,Y
Victoria Bay,basic pattern H-Line dress ivory,a1149542,3/16/21,3/17/21,4days,D,Y
Reiss,basic pattern H-Line dress blue,a1149542,3/16/21,3/17/21,4days,D,Y
BCBG Max Azria,basic pattern H-Line dress navy,a1149542,3/16/21,3/17/21,4days,D,Y
Sandro,ruffle basic pattern mermaid dress white,a1149542,3/16/21,3/17/21,4days,D,Y
& Other Stories,pattern pointed frill dress black,a1148466,3/7/21,3/17/21,4days,D,Y
Yves Saint Laurent,cabas chyc large black 2,a1149756,3/17/21,3/17/21,4days,BA,Y
Louis Vuitton,alma epi pm tote bag black,a1149746,3/17/21,3/17/21,4days,BA,Y
Chanel,none collar double breasted jacket red,a1148769,3/9/21,3/17/21,4days,O,Y
Delvaux,brillant GM satchel bag black,a1148167,3/4/21,3/17/21,4days,BA,Y
Saint Laurent,lou cross bag black,a152831,10/31/19,3/17/21,4days,BA,Y
Red Valentino,White clutch bag,a1114314,8/19/20,3/17/21,4days,BA,Y
Max Mara,gather mermaid skirt black,a1149207,3/13/21,3/17/21,4days,B,Y
Rogervivier,classic chain tote bag cream,a1149207,3/13/21,3/17/21,4days,BA,Y
Gucci,dionysus cross bag,a158561,11/26/19,3/17/21,7days,BA,Y
Chloe,daria tote bag brown,a1148266,3/5/21,3/17/21,4days,BA,Y
Saint Laurent,chevron quilted cross bag beige,a1149527,3/15/21,3/17/21,7days,BA,Y
Louis Vuitton,alma epi pm tote bag navy,a1149390,3/15/21,3/17/21,7days,BA,Y
Saint Laurent,chevron quilted cross bag black,a1149569,3/16/21,3/17/21,7days,BA,Y
Louis Vuitton,flap monogram clutch bag,a1149540,3/16/21,3/17/21,4days,BA,Y
Louis Vuitton,very shoulder bag black,a1149696,3/16/21,3/16/21,7days,BA,Y
Saint Laurent,monogram clutch black,a1149690,3/16/21,3/16/21,4days,BA,Y
Burberry,lettering pattern t-shirts white,a1135283,12/5/20,3/16/21,4days,T,Y
Nice Claup,pocket check pattern coat grey,a1149677,3/16/21,3/16/21,7days,O,Y
Valentino,rockstud tote bag black,a1149671,3/16/21,3/16/21,7days,BA,Y
L’ vir,slit neck detail collar dress white,a1149658,3/16/21,3/16/21,7days,D,Y
Chanel,boy chanel clutch black,a1149382,3/14/21,3/16/21,7days,BA,Y
Gucci,scarf tote bag,a1149658,3/16/21,3/16/21,7days,BA,Y
Miu Miu,buckle detail tote bag orange,a1149584,3/16/21,3/16/21,4days,BA,Y
Debb,ruffle lace dress black,a1149657,3/16/21,3/16/21,4days,D,Y
Gucci,logo pointed cross bag black,a1149652,3/16/21,3/16/21,7days,BA,Y
Maje,button basic pattern blouse white,a174780,1/17/20,3/16/21,4days,T,Y
El estilo de Claire,gather basic pattern blouse white,a174780,1/17/20,3/16/21,4days,T,Y
Stay with me,black point flower dress multi,a177228,1/25/20,3/16/21,4days,D,Y
Gucci,dionysus cross bag beige,a1149614,3/16/21,3/16/21,7days,BA,Y
Saint Laurent,quilted shoulder bag black,a1149582,3/16/21,3/16/21,4days,BA,Y
Gucci,mixed pattern knit top multi,a1114447,8/20/20,3/16/21,4days,T,Y
Ralph Lauren,button basic pattern blazer blue,a1149600,3/16/21,3/16/21,4days,O,Y
Salvatore Ferragamo,vara leather cross bag black,a1149604,3/16/21,3/16/21,4days,BA,
Gucci,monogram backpack brown,a1149535,3/16/21,3/16/21,7days,BA,
Chee U,lace pattern top pink & lace pattern skirt pink,a1149269,3/14/21,3/16/21,4days,TP,
Jill Stuart,check button dress red,a1149591,3/16/21,3/16/21,4days,D,
Celine,Luggage pink bag,a1149580,3/16/21,3/16/21,7days,BA,Y
Louis Vuitton,favorite MM shoulder bag,a1149547,3/16/21,3/16/21,7days,BA,Y
Lucky Chouette,band basic pattern slacks navy,a1149519,3/15/21,3/16/21,7days,B,
Gucci,flap cross bag black,a1149522,3/15/21,3/16/21,4days,BA,Y
Victoria Bay,basic pattern H-Line dress nude,a182736,2/15/20,3/15/21,4days,D,Y
Burberry,classic trench coat beige,a1148361,3/6/21,3/15/21,4days,O,Y
Gucci,logo pointed cross bag,a1148361,3/6/21,3/15/21,4days,BA,Y
Fendi,stripe pattern two way bucket bag brown,a1110964,8/10/20,3/15/21,4days,BA,
Sandro,hoodie basic pattern coat beige,a1110964,8/10/20,3/15/21,4days,O,
Gucci,mammont chain wallet bag black,a1149163,3/13/21,3/15/21,7days,BA,Y
Saint Laurent,monogram clutch navy,a1149501,3/15/21,3/15/21,4days,BA,Y
Chanel,boy chanel clutch black,a1149475,3/15/21,3/15/21,4days,BA,Y
Yves Saint Laurent,kate chain bag red,a1149413,3/15/21,3/15/21,7days,BA,Y
Stefanel,pocket basic pattern slacks black,a1147934,3/1/21,3/15/21,4days,B,Y
Saint Laurent,monogram shoulder bag brown,a1147934,3/1/21,3/15/21,4days,BA,Y
Calvin Klein,pocket basic pattern slacks black,a1147934,3/1/21,3/15/21,4days,B,Y
Prada,logo point suede bag burgundy,a1149465,3/15/21,3/15/21,7days,BA,Y
Burberry,basic pattern sweat-shirts ivory,a1149457,3/15/21,3/15/21,7days,T,Y
Prada,saffiano cross chain bag black,a1146676,2/17/21,3/15/21,4days,BA,Y
Dior,croisiere patent lady bag,a1149454,3/15/21,3/15/21,7days,BA,Y
Gucci,mamont chain mini cross bag black,a1149434,3/15/21,3/15/21,7days,BA,Y
Bottega Veneta,basic pattern H-Line dress black,a1107740,7/9/20,3/15/21,7days,D,Y
Gucci,dionysus cross bag beige,a1149124,3/12/21,3/15/21,7days,BA,Y
Balmain,zipper stripe jacket black,a1149258,3/13/21,3/14/21,4days,O,Y
Self-portrait,ribbon basic pattern slacks black,a1149258,3/13/21,3/14/21,4days,B,Y
Louis Vuitton,chain pattern twist cross bag,a1149258,3/13/21,3/14/21,4days,BA,Y
Burberry London,lettering pattern t-shirts black,a1149258,3/13/21,3/14/21,4days,T,Y
Chanel,quilted shoulder bag black,a1149324,3/14/21,3/14/21,7days,BA,Y
Gucci,leather point cross bag,a1149307,3/14/21,3/14/21,7days,BA,Y
Chloe,raglan coat black,a19983,10/15/18,3/14/21,4days,O,Y
Vanessa Bruno,pop knitted long cardigan cream,a1149222,3/13/21,3/13/21,7days,O,Y
Saint Laurent,monogram cross body bag black,a1136565,12/11/20,3/13/21,4days,BA,Y
Gucci,super mini sylvie white,a1120046,9/17/20,3/13/21,4days,BA,Y
Louis Vuitton,epi tote bag black,a1149203,3/13/21,3/13/21,7days,BA,Y
Lucky Chouette,strap check pattern singlebreasted-coat red,a188580,3/15/20,3/13/21,7days,O,
Valentino,garavani crossboady bag red,a1149170,3/13/21,3/13/21,7days,BA,Y
Chanel,classic logo chain shoulder bag white,a1149168,3/13/21,3/13/21,7days,BA,Y
Yves Saint Laurent,monogram envelope chain cross bag,a1149135,3/12/21,3/13/21,7days,BA,Y
Tory Burch,pleats basic pattern A-Line dress black,a1148836,3/10/21,3/12/21,7days,D,Y
Thom Browne,button stripe pattern wool cardigan black,a1149134,3/12/21,3/12/21,4days,O,Y
Yves Saint Laurent,kate small monogram bag black,a1147974,3/2/21,3/12/21,4days,BA,Y
BCBG,pleats basic pattern H-Line dress deeppink,a1148861,3/10/21,3/12/21,4days,D,
